ticket_id,support_account_key,created_date,ticket_category,priority,first_response_hours,resolution_hours,support_csat,channel
TKT-000964,acc-000304,2026-02-01,Performance,Medium,7.55,59.69,4.2,Phone
TKT-000965,ACC-000305,2026-09-21,Performance,Medium,17.79,64.69,3.1,Phone
TKT-000966, ACC-000305 ,2026-10-01,Performance,Urgent,16.29,38.33,2.3,Chat
TKT-000967,ACC-000305,2026-10-28,Bug,Low,13.04,34.67,3.2,Chat
TKT-000968,ACC 000305,2026-04-07,Onboarding,High,22.16,53.16,2.3,Chat
TKT-000969,ACC-000306,2026-04-10,Onboarding,Low,14.57,58.13,2.8,Phone
TKT-000970,ACC-000306,2026-01-19,Integration,High,25.24,63.18,1,Help Center
TKT-000971,ACC-000306,2026-06-14,Performance,High,22.31,53.62,4.2,Chat
TKT-000972,ACC 000306,2025-09-02,Performance,High,20.2,51.15,3.0,Chat
TKT-000973,ACC-000307,2026-01-09,Performance,High,25.39,77.01,2.2,Chat
TKT-000974,ACC 000307,2026-06-19,Billing,Medium,13.62,53.67,4.2,Email
TKT-000975,ACC-000308,2026-05-29,Performance,Medium,8.4,47.81,3.3,Help Center
TKT-000976,ACC-000308,2026-05-30,Performance,Medium,15.94,58.06,3.4,Chat
TKT-000977,acc-000309,2025-12-10,Onboarding,High,12.56,42.02,4.8,Chat
TKT-000978,ACC 000309,2025-07-21,Performance,High,15.7,43.86,4.4,Email
TKT-000979,ACC-000309,2025-12-31,Billing,Medium,12.29,43.91,4.2,Chat
TKT-000980,ACC-000309,2025-09-08,Performance,Urgent,13.42,45.04,2.3,Email
TKT-000981, ACC-000309 ,2025-09-12,Bug,Low,10.23,54.24,3.0,Email
TKT-000982,ACC-000311,2025-12-27,Onboarding,High,14.27,71.21,3.5,Chat
TKT-000983,ACC-000311,2025-11-02,Performance,Medium,0.2,11.39,4.8,Email
TKT-000984,ACC-000311,2026-03-19,Performance,Low,0.94,20.28,3.7,Email
TKT-000985,acc-000311,2025-10-02,Onboarding,Low,4.68,6.35,4.3,Email
TKT-000986,ACC 000312,2026-03-07,Bug,Medium,13.74,57.99,3.2,Email
TKT-000987, ACC-000312 ,2026-05-29,Bug,Medium,12.46,46.02,3.6,Chat
TKT-000988,ACC 000315,2025-08-07,Beta feature,Medium,3.76,38.4,5,Chat
TKT-000989,ACC 000315,2026-02-27,Integration,High,10.67,36.55,3.0,Help Center
TKT-000990,ACC-000315,2025-10-03,Integration,Low,7.63,35.62,4.2,Email
TKT-000991,ACC-000315,2025-11-04,Performance,High,12.43,50.6,2.1,Email
TKT-000992,ACC-000316,2026-10-13,Performance,High,27.59,96.74,2.6,Email
TKT-000993,ACC-000316,2026-01-19,Onboarding,Medium,32.41,79.95,2.9,Phone
TKT-000994,acc-000317,2025-03-13,Performance,Medium,10.18,38.77,4.6,Email
TKT-000995, ACC-000317 ,2025-07-31,Integration,Medium,0.2,25.04,4.1,Chat
TKT-000996,ACC 000317,2025-12-23,Performance,Medium,8.76,35.68,5,Phone
TKT-000997,ACC-000318,2026-08-01,Onboarding,Low,16.55,52.49,3.9,Chat
TKT-000998,acc-000318,2025-11-23,Onboarding,Medium,12.7,48.71,1.6,Chat
TKT-000999, ACC-000318 ,2025-12-06,Performance,Medium,13.75,39.65,3.7,Chat
TKT-001000,ACC-000318,2026-07-22,Beta feature,Low,13.25,47.09,4.5,Chat
TKT-001001,ACC-000319,2026-03-06,Billing,High,22.48,46.54,4.1,Email
TKT-001002,ACC 000320,2026-01-25,Billing,Medium,9.55,40.53,3.8,Email
TKT-001003,acc-000320,2026-03-03,Integration,Medium,15.51,69.74,4.3,Chat
TKT-001004,ACC-000320,2025-07-15,Onboarding,High,13.96,39.11,3.5,Chat
TKT-001005,ACC 000323,2025-11-11,Billing,Medium,12.47,69.55,5,Chat
TKT-001006,ACC-000323,2026-03-02,Performance,Urgent,16.07,42.32,3.1,Chat
TKT-001007,ACC-000323,2026-05-15,Performance,Urgent,19.09,45.11,3.8,Email
TKT-001008,ACC-000323,2026-05-12,Onboarding,Urgent,10.19,35.15,4.5,Email
TKT-001009,acc-000325,2026-11-16,Beta feature,Medium,8.17,39.92,4.1,Chat
TKT-001010, ACC-000325 ,2026-08-19,Onboarding,Low,5.44,48.93,3.1,Email
TKT-001011,ACC-000326,2026-03-26,Beta feature,Low,19.41,66.16,3.5,Chat
TKT-001012,ACC-000326,2025-09-23,Beta feature,High,16.89,29.72,4.7,Email
TKT-001013,ACC 000326,2026-03-18,Bug,Medium,15.98,40.57,2.5,Email
TKT-001014,ACC 000327,2026-07-11,Billing,Low,1.3,27.19,4.7,Help Center
TKT-001015,ACC-000327,2026-07-11,Onboarding,High,15.37,45.34,4.4,Chat
TKT-001016, ACC-000328 ,2026-08-22,Onboarding,Medium,0.39,1.39,4.3,Chat
TKT-001017,ACC-000328,2026-05-15,Bug,Medium,0.39,13.7,4.0,Email
TKT-001018,ACC 000328,2026-02-07,Performance,High,11.21,41.85,4.1,Chat
TKT-001019,acc-000328,2026-06-23,Beta feature,Medium,8.39,25.44,5,Phone
TKT-001020, ACC-000329 ,2026-04-30,Beta feature,Medium,16.5,53.31,5,Email
TKT-001021, ACC-000329 ,2026-01-28,Onboarding,Medium,4.09,26.07,5,Email
TKT-001022,ACC-000330,2026-05-25,Integration,Low,8.93,38.16,3.8,Chat
TKT-001023,ACC 000331,2025-10-04,Onboarding,Medium,12.6,22.11,3.2,Help Center
TKT-001024,ACC-000331,2025-07-26,Performance,Low,6.72,32.91,5,Email
TKT-001025,ACC 000331,2026-03-07,Performance,Medium,1.4,21.34,3.5,Chat
TKT-001026,ACC 000332,2025-08-31,Onboarding,Medium,11.35,24.45,4.2,Chat
TKT-001027,ACC-000332,2026-04-22,Integration,Urgent,15.84,41.56,3.5,Chat
TKT-001028,ACC-000332,2026-08-02,Performance,High,12.09,53.02,4.7,Help Center
TKT-001029, ACC-000332 ,2025-11-06,Integration,Low,9.77,40.33,4.4,Chat
TKT-001030, ACC-000333 ,2025-08-30,Beta feature,Low,6.79,35.28,4.6,Chat
TKT-001031,ACC 000333,2025-08-30,Integration,Medium,8.78,31.43,4.0,Help Center
TKT-001032,ACC-000333,2026-03-07,Onboarding,Low,12.77,56.41,3.0,Email
TKT-001033,acc-000334,2025-05-17,Integration,Medium,26.82,68.09,3.6,Help Center
TKT-001034,acc-000334,2025-01-29,Onboarding,High,29.11,66.26,2.4,Email
TKT-001035,ACC-000334,2025-05-17,Bug,Medium,23.28,72.93,2.3,Chat
TKT-001036,acc-000334,2025-06-03,Beta feature,Urgent,28.22,79.77,2.3,Email
TKT-001037,ACC 000335,2025-10-28,Bug,High,17.35,67.62,5,Chat
TKT-001038, ACC-000335 ,2025-10-17,Integration,Medium,6.44,18.83,4.5,Help Center
TKT-001039,ACC 000335,2025-11-22,Bug,Medium,9.31,29.51,5,Phone
TKT-001040,ACC-000335,2025-11-14,Integration,Low,8.2,30.09,5,Chat
TKT-001041,ACC-000335,2025-10-23,Billing,Medium,0.2,1.2,4.7,Chat
TKT-001042,ACC-000335,2026-01-13,Beta feature,High,18.25,53.05,3.2,Phone
TKT-001043,ACC-000335,2025-05-01,Billing,Medium,9.2,30.48,4.6,Chat
TKT-001044,acc-000336,2025-11-21,Onboarding,Medium,8.89,28.31,2.7,Chat
TKT-001045,ACC-000336,2025-12-12,Integration,High,16.99,46.38,2.8,Email
TKT-001046, ACC-000336 ,2025-08-12,Onboarding,High,15.24,21.56,2.7,Email
TKT-001047,ACC 000337,2026-01-17,Beta feature,Urgent,30.61,92.26,2.1,Email
TKT-001048,ACC-000338,2025-11-28,Bug,High,12.08,59.72,4.2,Chat
TKT-001049,ACC-000339,2026-08-27,Beta feature,Urgent,20.15,65.73,2.8,Email
TKT-001050,ACC-000339,2026-06-14,Bug,Medium,19.25,63.86,4.0,Email
TKT-001051, ACC-000339 ,2026-07-04,Beta feature,Medium,11.95,48.18,3.3,Email
TKT-001052,acc-000339,2026-09-02,Beta feature,Urgent,25.99,61.87,3.1,Email
TKT-001053,ACC-000339,2026-04-02,Bug,High,30.15,73.71,3.6,Phone
TKT-001054, ACC-000339 ,2026-07-11,Performance,High,21.14,54.22,2.5,Email
TKT-001055,acc-000339,2026-09-30,Bug,High,17.98,52.19,2.8,Email
TKT-001056,acc-000340,2026-01-22,Billing,Urgent,25.66,63.06,2.5,Chat
TKT-001057,ACC 000341,2026-08-27,Bug,Medium,10.13,58.39,4.2,Chat
TKT-001058, ACC-000341 ,2025-11-09,Onboarding,High,4.68,49.29,2.7,Chat
TKT-001059,ACC-000341,2025-12-18,Integration,High,25.59,67.24,3.6,Chat
TKT-001060,ACC-000342,2026-04-28,Integration,Low,10.42,33.31,4.0,Phone
TKT-001061,acc-000342,2025-10-19,Billing,High,12.22,44.41,1.9,Email
TKT-001062,ACC 000343,2025-08-21,Beta feature,Low,8.24,25.33,3.7,Chat
TKT-001063,ACC-000343,2025-09-04,Onboarding,High,15.23,41.73,1.4,Email
TKT-001064,ACC-000343,2025-09-20,Beta feature,Medium,10.28,56.94,3.5,Email
TKT-001065,ACC-000343,2025-07-15,Integration,Medium,16.49,36.0,5,Chat
TKT-001066,ACC-000345,2026-06-07,Onboarding,Low,16.46,66.77,3.0,Email
TKT-001067,acc-000345,2026-02-20,Beta feature,Low,7.17,26.85,4.9,Email
TKT-001068,ACC-000345,2026-09-09,Onboarding,Low,12.79,47.57,5,Email
TKT-001069,ACC-000345,2026-01-26,Onboarding,Medium,8.44,32.59,4.0,Email
TKT-001070,ACC-000345,2026-01-14,Beta feature,Low,13.67,43.78,3.8,Email
TKT-001071,ACC-000345,2026-01-24,Beta feature,Urgent,12.33,43.72,3.1,Chat
TKT-001072,acc-000347,2025-05-06,Onboarding,Medium,17.99,33.45,3.0,Chat
TKT-001073, ACC-000347 ,2025-10-11,Beta feature,Low,20.14,55.07,3.5,Email
TKT-001074,ACC 000347,2025-10-03,Bug,High,20.87,59.81,2.8,Email
TKT-001075,ACC-000348,2026-06-03,Onboarding,High,24.11,60.48,4.4,Phone
TKT-001076, ACC-000348 ,2025-12-26,Onboarding,Low,2.29,38.16,4.2,Email
TKT-001077,ACC-000348,2026-06-08,Billing,High,8.22,57.49,2.9,Chat
TKT-001078,acc-000349,2025-11-16,Beta feature,Medium,9.7,38.3,3.2,Email
TKT-001079,ACC-000349,2025-07-19,Performance,Medium,7.6,30.61,3.6,Chat
TKT-001080,ACC-000350,2026-01-30,Beta feature,Medium,6.78,34.23,3.0,Email
TKT-001081,ACC-000350,2025-08-20,Integration,Medium,4.41,26.02,4.8,Chat
TKT-001082,ACC-000351,2025-08-30,Onboarding,Medium,26.33,74.43,2.2,Chat
TKT-001083,ACC-000351,2026-02-12,Onboarding,Medium,16.47,57.34,2.5,Email
TKT-001084,ACC 000351,2025-10-07,Onboarding,High,35.35,65.59,2.2,Email
TKT-001085,ACC 000352,2025-10-31,Performance,High,9.05,30.18,3.0,Email
TKT-001086, ACC-000352 ,2026-03-24,Billing,Medium,0.2,8.92,3.3,Chat
TKT-001087,ACC 000352,2026-02-12,Onboarding,Medium,8.81,18.85,5,Email
TKT-001088,ACC-000352,2025-11-29,Performance,Low,8.97,31.51,3.8,Email
TKT-001089, ACC-000352 ,2026-03-19,Integration,Medium,15.32,43.07,4.3,Email
TKT-001090, ACC-000353 ,2025-12-16,Bug,Low,5.32,28.14,3.9,Email
TKT-001091,ACC 000353,2025-07-30,Onboarding,High,16.67,46.13,2.8,Email
TKT-001092,ACC-000353,2025-08-05,Billing,Medium,7.4,50.56,4.6,Chat
TKT-001093,ACC-000353,2025-09-29,Billing,High,20.83,59.62,2.0,Chat
TKT-001094,ACC-000353,2026-01-18,Integration,Low,14.22,42.31,3.4,Chat
TKT-001095,ACC-000353,2026-01-16,Bug,High,20.54,44.96,3.2,Email
TKT-001096,ACC 000354,2026-07-04,Beta feature,High,29.44,64.93,1.4,Help Center
TKT-001097,ACC 000354,2026-08-23,Onboarding,Medium,19.78,51.54,2.8,Chat
TKT-001098,ACC-000354,2026-02-25,Performance,High,28.38,97.99,1.3,Chat
TKT-001099,ACC-000355,2026-07-04,Onboarding,Low,25.75,86.95,2.5,Email
TKT-001100,ACC 000355,2026-05-14,Onboarding,High,31.25,69.52,1.6,Chat
TKT-001101,ACC-000355,2026-06-24,Bug,Medium,20.46,46.74,4.4,Phone
TKT-001102,ACC 000355,2026-01-06,Onboarding,Medium,28.1,69.29,3.4,Help Center
TKT-001103,ACC-000355,2025-10-08,Bug,Low,14.69,31.23,2.0,Email
TKT-001104,acc-000356,2026-08-30,Onboarding,Medium,0.2,9.54,5,Email
TKT-001105,acc-000356,2026-02-01,Beta feature,Low,7.78,36.9,4.7,Email
TKT-001106,ACC 000356,2026-03-10,Beta feature,Medium,14.97,63.54,4.1,Email
TKT-001107,acc-000356,2026-12-04,Integration,Medium,7.7,26.52,2.2,Email
TKT-001108,ACC-000356,2026-03-26,Onboarding,Medium,10.26,35.03,4.5,Email
TKT-001109,ACC 000357,2026-02-27,Beta feature,High,23.83,48.36,4.0,Chat
TKT-001110, ACC-000357 ,2026-04-29,Onboarding,High,18.75,49.18,2.1,Email
TKT-001111,ACC-000357,2026-06-23,Bug,High,22.55,62.56,1.8,Help Center
TKT-001112,ACC-000359,2025-11-13,Billing,Medium,16.53,44.46,2.8,Email
TKT-001113,ACC-000359,2026-09-06,Bug,Low,11.34,17.1,3.8,Email
TKT-001114,ACC-000360,2026-06-03,Billing,Urgent,19.92,79.91,2.1,Chat
TKT-001115, ACC-000361 ,2026-03-05,Billing,Low,9.63,53.46,4.6,Email
TKT-001116,acc-000361,2025-09-07,Performance,High,18.86,48.12,4.1,Email
TKT-001117, ACC-000361 ,2025-11-14,Performance,Low,7.68,42.66,4.7,Chat
TKT-001118, ACC-000361 ,2025-08-02,Onboarding,High,15.45,41.2,3.5,Chat
TKT-001119,ACC-000361,2026-02-03,Performance,Low,7.08,49.57,3.9,Email
TKT-001120,ACC-000362,2025-11-23,Bug,Low,12.59,36.68,4.5,Phone
TKT-001121,acc-000362,2025-09-13,Integration,Low,5.32,54.06,3.7,Email
TKT-001122,ACC-000363,2026-06-12,Beta feature,Medium,3.24,27.43,3.6,Help Center
TKT-001123,ACC 000363,2026-03-25,Onboarding,Medium,0.2,29.04,3.8,Phone
TKT-001124,ACC-000363,2026-07-16,Billing,Medium,7.19,49.58,4.8,Email
TKT-001125,ACC-000363,2026-08-18,Billing,Low,0.2,16.85,2.8,Phone
TKT-001126, ACC-000364 ,2026-01-09,Integration,High,14.51,56.57,3.3,Chat
TKT-001127,ACC 000364,2026-03-05,Bug,Medium,9.15,26.25,3.8,Chat
TKT-001128,acc-000364,2025-05-21,Bug,Medium,4.36,9.12,3.8,Email
TKT-001129, ACC-000364 ,2025-09-01,Integration,High,18.8,36.49,4.6,Chat
TKT-001130,acc-000365,2025-11-06,Onboarding,Urgent,15.5,53.27,3.5,Email
TKT-001131,ACC-000365,2025-05-26,Billing,Medium,10.42,16.21,5,Chat
TKT-001132,ACC-000365,2026-04-29,Integration,Medium,12.56,66.86,5,Chat
TKT-001133,ACC 000365,2025-08-10,Bug,Medium,5.34,18.15,3.6,Email
TKT-001134, ACC-000365 ,2026-05-21,Bug,Medium,7.09,23.2,4.6,Phone
TKT-001135,ACC-000366,2026-02-06,Beta feature,Medium,18.82,30.09,2.9,Email
TKT-001136,ACC-000366,2025-11-26,Billing,Medium,11.09,62.95,2.9,Chat
TKT-001137,ACC-000366,2025-06-21,Bug,Low,10.57,46.75,2.6,Chat
TKT-001138,acc-000367,2026-10-29,Performance,Urgent,19.98,61.53,2.7,Chat
TKT-001139, ACC-000367 ,2026-09-26,Bug,High,12.8,25.46,2.3,Chat
TKT-001140, ACC-000367 ,2026-05-01,Beta feature,Medium,14.96,46.46,4.6,Email
TKT-001141,ACC 000368,2026-02-19,Integration,Medium,4.27,37.39,3.0,Chat
TKT-001142,ACC-000368,2025-03-22,Bug,Medium,7.44,35.71,5,Email
TKT-001143, ACC-000368 ,2026-01-17,Integration,High,7.71,33.41,3.8,Email
TKT-001144, ACC-000368 ,2025-09-12,Integration,Low,3.07,30.79,4.4,Chat
TKT-001145,ACC-000369,2026-09-07,Bug,High,13.23,45.8,3.4,Email
TKT-001146,acc-000369,2026-03-22,Onboarding,Low,6.11,17.26,4.9,Email
TKT-001147,ACC-000369,2026-05-07,Billing,High,12.86,31.22,2.3,Email
TKT-001148,ACC 000369,2026-07-30,Beta feature,Low,8.92,57.71,5,Email
TKT-001149,ACC-000369,2026-10-22,Integration,Medium,8.36,35.52,5,Chat
TKT-001150,acc-000370,2026-09-24,Bug,Low,12.94,39.93,3.3,Email
TKT-001151, ACC-000370 ,2026-02-13,Performance,High,15.77,64.45,3.4,Chat
TKT-001152,ACC-000370,2025-12-22,Billing,Low,3.51,26.03,4.0,Email
TKT-001153,ACC-000370,2026-02-01,Billing,Low,3.84,16.73,3.3,Email
TKT-001154,acc-000370,2026-03-15,Integration,Low,7.27,21.34,4.6,Chat
TKT-001155,ACC-000371,2026-01-13,Bug,High,15.08,41.6,3.0,Chat
TKT-001156,ACC-000371,2026-07-30,Onboarding,Low,10.77,61.31,3.7,Chat
TKT-001157,acc-000371,2026-09-18,Bug,Medium,14.45,50.87,3.6,Help Center
TKT-001158,acc-000371,2026-07-15,Onboarding,Low,8.18,43.94,5,Email
TKT-001159, ACC-000372 ,2025-03-10,Billing,High,21.16,35.8,2.9,Email
TKT-001160,ACC 000372,2025-11-23,Onboarding,Urgent,18.61,58.94,3.3,Email
TKT-001161, ACC-000372 ,2026-02-07,Bug,High,31.15,76.16,3.6,Help Center
TKT-001162,ACC-000373,2025-11-22,Bug,High,27.45,71.46,2.0,Email
TKT-001163,ACC-000373,2025-05-04,Billing,High,21.77,70.94,3.9,Help Center
TKT-001164, ACC-000373 ,2025-09-28,Integration,High,25.83,51.34,3.3,Email
TKT-001165,ACC-000374,2026-06-29,Onboarding,Medium,6.3,51.26,5,Chat
TKT-001166,ACC 000374,2026-02-14,Beta feature,Medium,16.79,53.16,5,Email
TKT-001167,ACC 000374,2025-11-08,Onboarding,High,11.56,26.04,3.5,Phone
TKT-001168,ACC-000375,2026-06-25,Beta feature,Medium,9.64,30.15,1.9,Email
TKT-001169,ACC 000375,2026-06-16,Bug,Urgent,25.41,53.11,3.5,Email
TKT-001170,ACC-000375,2026-09-28,Bug,Urgent,24.03,67.66,1.9,Phone
TKT-001171,ACC-000375,2026-08-29,Onboarding,Low,4.21,26.79,2.4,Chat
TKT-001172,ACC-000375,2025-12-07,Onboarding,Low,14.57,33.32,3.3,Chat
TKT-001173,acc-000375,2026-06-19,Performance,High,24.53,71.57,2.4,Email
TKT-001174,ACC-000375,2026-09-30,Onboarding,High,26.62,84.8,1,Email
TKT-001175,ACC-000376,2025-07-30,Onboarding,Medium,10.96,53.09,4.5,Email
TKT-001176, ACC-000376 ,2026-03-12,Onboarding,Low,2.16,23.56,3.7,Email
TKT-001177,ACC-000376,2025-10-08,Beta feature,Medium,6.85,55.14,4.7,Chat
TKT-001178, ACC-000376 ,2025-11-12,Integration,Medium,6.7,40.62,5.0,Email
TKT-001179,ACC-000376,2025-07-21,Performance,Medium,4.8,6.88,3.9,Email
TKT-001180, ACC-000376 ,2026-05-12,Beta feature,Low,12.35,36.86,4.4,Chat
TKT-001181,ACC-000376,2026-02-04,Billing,Low,4.09,27.76,3.2,Phone
TKT-001182, ACC-000377 ,2026-01-21,Beta feature,Medium,12.92,32.56,2.8,Chat
TKT-001183, ACC-000377 ,2025-10-28,Performance,Low,14.14,49.66,3.0,Email
TKT-001184,acc-000377,2026-03-30,Performance,Urgent,19.91,69.55,4.7,Email
TKT-001185,acc-000377,2026-04-24,Onboarding,High,21.5,85.0,2.0,Email
TKT-001186,ACC-000377,2026-05-08,Performance,Medium,10.77,27.97,3.2,Email
TKT-001187,ACC 000378,2026-09-11,Onboarding,High,22.64,46.37,3.2,Email
TKT-001188, ACC-000378 ,2026-11-03,Bug,High,24.5,81.87,3.0,Chat
TKT-001189,ACC 000378,2026-10-08,Onboarding,Medium,13.88,37.98,3.5,Help Center
TKT-001190,acc-000378,2026-03-25,Onboarding,High,21.3,70.14,2.3,Phone
TKT-001191,acc-000379,2025-03-28,Performance,Medium,10.63,52.31,3.9,Help Center
TKT-001192, ACC-000379 ,2025-12-04,Bug,High,13.5,31.35,2.8,Chat
TKT-001193, ACC-000379 ,2025-08-20,Bug,Medium,15.41,39.82,4.2,Chat
TKT-001194, ACC-000380 ,2025-05-19,Integration,Medium,17.02,53.04,4.1,Email
TKT-001195,ACC-000380,2026-02-09,Billing,Medium,3.7,44.72,3.7,Chat
TKT-001196,acc-000380,2025-08-04,Beta feature,Medium,8.6,20.88,3.7,Chat
TKT-001197,ACC 000380,2025-12-08,Performance,High,11.05,61.07,3.3,Chat
TKT-001198,ACC-000383,2026-03-30,Billing,Urgent,25.34,66.32,2.4,Email
TKT-001199, ACC-000383 ,2026-08-23,Integration,Low,15.91,55.6,2.6,Email
TKT-001200,ACC-000383,2026-07-05,Bug,Urgent,21.91,39.28,1.8,Email
TKT-001201,ACC 000384,2026-06-10,Performance,Low,10.59,34.53,5,Chat
TKT-001202,ACC-000384,2026-11-18,Integration,Medium,13.05,44.31,5,Chat
TKT-001203,ACC-000384,2026-06-01,Integration,Urgent,18.8,62.25,1.9,Chat
TKT-001204,ACC-000386,2026-06-26,Bug,High,18.09,55.51,3.4,Email
TKT-001205,ACC-000386,2026-07-26,Billing,Low,8.75,41.6,2.2,Chat
TKT-001206, ACC-000386 ,2026-06-12,Billing,Medium,8.65,28.82,3.7,Chat
TKT-001207,ACC-000386,2026-10-28,Beta feature,Medium,,28.45,4.1,Chat
TKT-001208,ACC-000386,2026-06-22,Bug,Low,13.82,68.66,4.0,Chat
TKT-001209, ACC-000388 ,2025-10-09,Integration,Medium,1.79,11.2,4.4,Help Center
TKT-001210, ACC-000388 ,2025-05-17,Performance,Low,11.95,47.66,3.7,Email
TKT-001211, ACC-000390 ,2026-05-24,Beta feature,Low,10.12,24.23,4.8,Phone
TKT-001212,ACC-000390,2026-03-01,Integration,Medium,5.94,20.5,3.9,Email
TKT-001213, ACC-000390 ,2025-10-16,Onboarding,Urgent,13.49,60.34,3.5,Email
TKT-001214,ACC 000391,2025-11-04,Performance,Urgent,18.51,72.05,3.8,Chat
TKT-001215,acc-000391,2025-05-26,Integration,Low,12.06,50.6,3.5,Email
TKT-001216,acc-000391,2026-01-08,Beta feature,High,34.54,106.81,2.4,Chat
TKT-001217,ACC-000392,2025-12-26,Integration,Medium,18.09,62.02,4.5,Chat
TKT-001218,ACC-000392,2025-06-06,Billing,Medium,17.21,49.3,3.5,Email
TKT-001219,ACC 000392,2026-04-21,Performance,Medium,11.68,64.35,4.3,Chat
TKT-001220,acc-000392,2026-02-18,Bug,High,32.01,66.83,2.8,Email
TKT-001221,ACC 000392,2026-02-20,Onboarding,High,27.63,75.92,2.2,Email
TKT-001222,ACC-000393,2025-08-13,Onboarding,Medium,6.76,26.1,3.8,Chat
TKT-001223, ACC-000393 ,2025-03-23,Bug,Medium,0.85,24.95,4.5,Phone
TKT-001224, ACC-000395 ,2025-07-27,Performance,Low,13.36,60.76,3.9,Phone
TKT-001225,ACC-000395,2026-03-01,Integration,Urgent,19.27,59.36,4.0,Chat
TKT-001226,ACC-000396,2025-08-03,Beta feature,Medium,5.4,68.16,3.8,Email
TKT-001227,acc-000396,2025-08-20,Beta feature,Medium,16.08,60.65,3.0,Chat
TKT-001228, ACC-000396 ,2025-02-19,Beta feature,Medium,1.55,12.13,3.4,Email
TKT-001229,ACC-000396,2025-03-19,Billing,High,16.15,44.67,2.1,Help Center
TKT-001230,ACC-000397,2026-03-13,Bug,High,19.63,45.59,3.1,Chat
TKT-001231, ACC-000397 ,2025-07-06,Bug,Urgent,12.1,33.0,5,Phone
TKT-001232,acc-000397,2025-12-01,Beta feature,Medium,10.79,48.69,3.7,Help Center
TKT-001233,ACC-000397,2026-02-06,Bug,Low,15.84,52.75,3.7,Phone
TKT-001234,ACC 000398,2026-01-10,Beta feature,Medium,12.56,41.32,4.0,Email
TKT-001235,acc-000398,2026-07-22,Billing,High,19.18,55.83,1.4,Chat
TKT-001236,ACC-000398,2025-10-03,Performance,Medium,20.21,67.13,3.4,Chat
TKT-001237,acc-000398,2026-05-25,Onboarding,Low,12.53,25.9,3.8,Email
TKT-001238,ACC-000398,2026-07-19,Billing,High,18.9,53.68,2.0,Phone
TKT-001239,ACC-000399,2025-07-01,Onboarding,High,16.21,50.65,2.6,Phone
TKT-001240, ACC-000399 ,2025-03-18,Performance,Urgent,19.1,71.81,2.2,Email
TKT-001241,acc-000399,2025-03-31,Billing,Medium,17.98,49.68,3.4,Phone
TKT-001242,acc-000399,2025-11-02,Beta feature,High,24.9,84.2,2.3,Chat
TKT-001243, ACC-000399 ,2025-05-12,Integration,Urgent,24.53,64.91,2.8,Email
TKT-001244,ACC-000399,2025-12-01,Bug,Medium,16.56,67.94,3.7,Email
TKT-001245,ACC 000400,2026-08-18,Onboarding,Low,11.4,51.93,3.8,Email
TKT-001246,ACC-000400,2026-06-12,Beta feature,Medium,11.1,34.1,2.6,Chat
TKT-001247,ACC 000401,2026-05-14,Billing,High,11.11,40.15,2.3,Email
TKT-001248,ACC-000401,2025-12-12,Performance,Medium,11.09,46.84,4.0,Email
TKT-001249,ACC-000401,2026-04-03,Bug,High,5.0,42.9,4.3,Chat
TKT-001250,ACC-000401,2025-12-26,Bug,Low,5.5,32.15,4.1,Phone
TKT-001251,ACC-000401,2026-08-28,Billing,Low,8.8,45.1,3.8,Chat
TKT-001252, ACC-000401 ,2026-10-10,Bug,High,19.52,46.63,3.6,Chat
TKT-001253,ACC-000401,2026-07-27,Bug,High,7.33,25.37,5.0,Help Center
TKT-001254,ACC 000402,2025-06-30,Billing,Low,14.45,43.96,4.2,Chat
TKT-001255,acc-000402,2025-08-21,Performance,High,17.28,55.25,4.6,Email
TKT-001256,ACC-000402,2025-07-29,Onboarding,Medium,7.16,29.11,3.3,Email
TKT-001257, ACC-000403 ,2025-11-20,Beta feature,Low,11.82,41.02,5,Chat
TKT-001258, ACC-000404 ,2025-11-13,Billing,Medium,6.29,23.98,4.2,Email
TKT-001259, ACC-000404 ,2025-11-27,Billing,Medium,9.19,44.41,3.7,Email
TKT-001260,ACC 000404,2026-01-11,Onboarding,Medium,13.99,48.36,3.1,Email
TKT-001261,ACC 000404,2026-06-09,Billing,Medium,10.7,32.7,4.4,Email
TKT-001262, ACC-000404 ,2025-11-02,Bug,High,22.53,71.29,2.4,Email
TKT-001263,ACC-000405,2025-12-07,Billing,High,14.33,34.8,3.5,Chat
TKT-001264,ACC-000405,2026-03-05,Bug,High,18.72,41.33,3.3,Help Center
TKT-001265,ACC-000405,2025-12-21,Performance,Medium,0.2,16.52,4.3,Email
TKT-001266,ACC-000405,2026-10-16,Bug,High,17.49,49.53,2.8,Chat
TKT-001267,ACC 000406,2025-07-29,Performance,Medium,4.18,19.14,5,Email
TKT-001268,ACC 000406,2025-09-02,Bug,Medium,2.72,12.08,4.7,Email
TKT-001269,ACC 000408,2025-04-18,Billing,High,3.73,29.28,5,Help Center
TKT-001270,ACC-000408,2025-11-05,Integration,Low,3.98,19.05,4.2,Phone
TKT-001271,ACC-000408,2025-09-01,Billing,Urgent,14.58,46.28,3.8,Chat
TKT-001272,ACC-000408,2025-08-30,Performance,Medium,6.6,35.89,4.4,Chat
TKT-001273,acc-000408,2025-02-11,Performance,Medium,13.58,28.41,4.8,Email
TKT-001274,ACC-000408,2025-10-15,Billing,Medium,6.68,34.32,3.8,Help Center
TKT-001275,ACC-000408,2025-02-18,Integration,Low,16.61,57.98,4.8,Chat
